,Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
28,2015-06-14,0.92,6760001.68,3239258.39,2416002.43,112965.22,991775.64,776961.13,214729.56,84.95,conventional,2015,West
29,2015-06-07,0.92,6669221.29,3451592.61,2145071.52,119829.5,952727.66,683695.78,269005.35,26.53,conventional,2015,West
30,2015-05-31,0.93,5874982.36,3094129.71,1835735.0,129139.05,815978.6,665541.84,150400.52,36.24,conventional,2015,West
31,2015-05-24,0.93,6139159.81,3206247.81,2036656.12,120398.95,775856.93,678849.33,96785.62,221.98,conventional,2015,West
32,2015-05-17,0.98,5338992.15,2786200.82,1654563.98,108561.0,789666.35,608751.49,180702.04,212.82,conventional,2015,West
33,2015-05-10,0.94,6323724.8,3050014.63,2260890.88,115290.95,897528.34,678316.72,218968.93,242.69,conventional,2015,West
34,2015-05-03,0.89,6937095.53,3115937.71,2917083.83,104932.26,799141.73,611906.54,186891.82,343.37,conventional,2015,West
35,2015-04-26,0.9,6013312.36,3163353.08,2021745.62,79259.0,748954.66,614556.77,133326.4,1071.49,conventional,2015,West
36,2015-04-19,0.88,6612422.28,3118686.39,2557271.66,87250.83,849213.4,608287.23,240723.48,202.69,conventional,2015,West
37,2015-04-12,0.98,5609471.36,2561865.42,2267855.21,103110.58,676640.15,469624.9,206981.28,33.97,conventional,2015,West
38,2015-04-05,0.95,5929718.67,3132031.4,2022524.08,93055.21,682107.98,544939.22,135414.81,1753.95,conventional,2015,West
39,2015-03-29,0.93,5719898.26,2978534.92,2012384.12,89701.26,639277.96,508576.86,130691.45,9.65,conventional,2015,West
40,2015-03-22,0.99,5368331.44,2511453.54,2163704.41,101626.05,591547.44,515038.9,76495.68,12.86,conventional,2015,West
41,2015-03-15,0.94,5572582.45,3034104.48,1829868.35,85831.16,622778.46,535269.21,87496.38,12.87,conventional,2015,West
42,2015-03-08,0.99,5382693.51,2541409.9,2120111.56,98092.96,623079.09,524272.88,98774.76,31.45,conventional,2015,West
43,2015-03-01,0.95,5840742.83,2221447.89,2822864.41,110088.02,686342.51,590705.71,95603.25,33.55,conventional,2015,West
44,2015-02-22,0.95,5939402.98,2444851.21,2650986.14,79181.93,764383.7,587462.99,176871.66,49.05,conventional,2015,West
45,2015-02-15,0.98,5026688.71,2483265.25,1840716.14,91125.41,611581.91,542973.12,68521.88,86.91,conventional,2015,West
46,2015-02-08,0.89,5949846.14,2749122.29,2418817.0,76305.42,705601.43,579412.5,126120.73,68.2,conventional,2015,West
47,2015-02-01,0.84,8362504.08,3531350.44,3872672.0,80893.53,877588.11,705333.64,172154.91,99.56,conventional,2015,West
48,2015-01-25,0.94,5461313.9,2695157.56,2031937.97,71550.57,662667.8,521877.7,140735.66,54.44,conventional,2015,West
49,2015-01-18,0.96,5475363.01,2431736.63,2258069.63,76348.13,709208.62,527358.78,181809.88,39.96,conventional,2015,West
50,2015-01-11,0.95,5333097.71,2203111.92,2292761.26,127412.09,709812.44,598705.08,111073.82,33.54,conventional,2015,West
51,2015-01-04,0.89,5794410.58,2275446.87,2582300.65,97024.09,839638.97,688813.01,150819.57,6.39,conventional,2015,West
0,2015-12-27,0.71,776404.39,451904.51,141599.36,15486.97,167413.55,123158.22,33065.33,11190.0,conventional,2015,WestTexNewMexico
1,2015-12-20,0.83,649885.76,389110.55,108176.29,12953.59,139645.33,90392.86,23535.8,25716.67,conventional,2015,WestTexNewMexico
2,2015-12-13,0.78,646041.56,437780.91,100110.13,13576.25,94574.27,83053.1,10947.84,573.33,conventional,2015,WestTexNewMexico
3,2015-12-06,0.74,623231.77,398871.12,133434.18,21088.12,69838.35,68233.56,1604.79,0.0,conventional,2015,WestTexNewMexico
4,2015-11-29,0.81,519028.45,335446.83,103635.94,11463.06,68482.62,67264.73,1217.89,0.0,conventional,2015,WestTexNewMexico
5,2015-11-22,0.78,615077.36,403133.14,122078.09,12008.93,77857.2,74953.33,2903.87,0.0,conventional,2015,WestTexNewMexico
6,2015-11-15,0.71,732695.38,483180.55,155778.7,12780.68,80955.45,77112.29,3843.16,0.0,conventional,2015,WestTexNewMexico
7,2015-11-08,0.76,661405.9,445281.03,123745.68,11968.0,80411.19,79009.15,1402.04,0.0,conventional,2015,WestTexNewMexico
8,2015-11-01,0.8,592115.57,350881.82,131576.51,32802.6,76854.64,75700.11,1154.53,0.0,conventional,2015,WestTexNewMexico
9,2015-10-25,0.82,635873.6,363487.08,166607.85,31960.04,73818.63,72717.86,1100.77,0.0,conventional,2015,WestTexNewMexico
10,2015-10-18,0.81,681501.3,409639.87,177573.02,15805.79,78482.62,77611.2,871.42,0.0,conventional,2015,WestTexNewMexico
11,2015-10-11,0.89,638486.47,268061.13,258518.68,31027.33,80879.33,79841.99,1037.34,0.0,conventional,2015,WestTexNewMexico
12,2015-10-04,0.85,649050.15,240183.49,317701.12,16661.98,74503.56,72761.14,1742.42,0.0,conventional,2015,WestTexNewMexico
13,2015-09-27,0.79,714977.26,255897.91,376232.89,12988.42,69858.04,68312.62,1545.42,0.0,conventional,2015,WestTexNewMexico
14,2015-09-20,0.78,746249.98,289135.19,352998.81,14247.44,89868.54,78779.54,11089.0,0.0,conventional,2015,WestTexNewMexico
15,2015-09-13,0.75,829727.75,341728.32,330566.17,26174.67,131258.59,82932.85,48325.74,0.0,conventional,2015,WestTexNewMexico
16,2015-09-06,0.8,790420.66,487551.38,183612.44,16170.57,103086.27,91173.4,11912.87,0.0,conventional,2015,WestTexNewMexico
17,2015-08-30,0.82,750669.14,518203.31,136374.37,16298.54,79792.92,78731.42,1061.5,0.0,conventional,2015,WestTexNewMexico
18,2015-08-23,0.8,740213.87,535570.33,100108.86,13332.23,91202.45,87927.36,3275.09,0.0,conventional,2015,WestTexNewMexico
19,2015-08-16,0.77,815638.81,489076.9,154805.84,20866.49,150889.58,125836.94,25052.64,0.0,conventional,2015,WestTexNewMexico
20,2015-08-09,0.74,885883.92,576883.27,154758.26,20222.28,134020.11,100912.13,33107.98,0.0,conventional,2015,WestTexNewMexico
21,2015-08-02,0.79,795371.51,573107.42,94633.45,13662.27,113968.37,95673.46,18294.91,0.0,conventional,2015,WestTexNewMexico
22,2015-07-26,0.81,777883.03,542663.64,96112.02,25086.72,114020.65,97555.49,16465.16,0.0,conventional,2015,WestTexNewMexico
23,2015-07-19,0.76,803340.22,552839.76,101243.9,16066.56,133190.0,115237.5,17952.5,0.0,conventional,2015,WestTexNewMexico
24,2015-07-12,0.77,754672.44,515150.21,100148.7,16185.82,123187.71,107273.37,15914.34,0.0,conventional,2015,WestTexNewMexico
25,2015-07-05,0.78,913360.72,606650.91,123465.83,18233.51,165010.47,146199.35,18811.12,0.0,conventional,2015,WestTexNewMexico
26,2015-06-28,0.71,941135.5,670425.34,108019.8,13077.85,149612.51,130392.24,19220.27,0.0,conventional,2015,WestTexNewMexico
27,2015-06-21,0.74,948942.53,601318.24,158997.23,13455.47,175171.59,148132.78,27038.81,0.0,conventional,2015,WestTexNewMexico
28,2015-06-14,0.7,1035973.14,651120.92,202731.92,13413.05,168707.25,126508.62,42198.63,0.0,conventional,2015,WestTexNewMexico
29,2015-06-07,0.68,1053997.99,750594.5,152736.51,12543.43,138123.55,103719.2,34404.35,0.0,conventional,2015,WestTexNewMexico
30,2015-05-31,0.74,887045.15,626724.73,124037.26,25328.56,110954.6,78423.65,32530.95,0.0,conventional,2015,WestTexNewMexico
31,2015-05-24,0.75,914966.82,692900.55,107964.22,14654.28,99447.77,82335.29,17112.48,0.0,conventional,2015,WestTexNewMexico
32,2015-05-17,0.7,942310.32,721087.66,112070.95,12170.59,96981.12,74460.15,22520.97,0.0,conventional,2015,WestTexNewMexico
33,2015-05-10,0.71,1019160.83,774232.7,128168.65,13889.83,102869.65,79189.32,23680.33,0.0,conventional,2015,WestTexNewMexico
34,2015-05-03,0.74,967144.19,677575.96,166456.05,15065.01,108047.17,80711.69,27335.48,0.0,conventional,2015,WestTexNewMexico
35,2015-04-26,0.74,899632.66,596342.41,174560.73,14468.89,114260.63,80697.34,33563.29,0.0,conventional,2015,WestTexNewMexico
36,2015-04-19,0.7,961001.34,687794.59,154971.84,16243.48,101991.43,76595.17,25396.26,0.0,conventional,2015,WestTexNewMexico
37,2015-04-12,0.76,840314.58,564694.43,167105.74,11290.94,97223.47,71587.33,25636.14,0.0,conventional,2015,WestTexNewMexico
38,2015-04-05,0.76,938880.6,660961.68,163481.6,15530.04,98907.28,91530.77,7376.51,0.0,conventional,2015,WestTexNewMexico
39,2015-03-29,0.74,908323.3,595240.91,199938.3,18570.6,94573.49,88599.82,5973.67,0.0,conventional,2015,WestTexNewMexico
40,2015-03-22,0.85,752576.08,489678.55,157679.62,14084.25,91133.66,89232.98,1900.68,0.0,conventional,2015,WestTexNewMexico
41,2015-03-15,0.75,827795.25,610496.24,115089.7,13114.91,89094.4,86399.27,2695.13,0.0,conventional,2015,WestTexNewMexico
42,2015-03-08,0.73,805731.03,568182.3,137012.17,12344.54,88192.02,85848.21,2343.81,0.0,conventional,2015,WestTexNewMexico
43,2015-03-01,0.84,723488.95,439115.27,167245.85,28226.16,88901.67,86800.97,2100.7,0.0,conventional,2015,WestTexNewMexico
44,2015-02-22,0.85,681409.59,455087.17,121269.48,16470.86,88582.08,86050.77,2531.31,0.0,conventional,2015,WestTexNewMexico
45,2015-02-15,0.78,743066.25,520464.29,133695.54,12099.88,76806.54,73763.41,3043.13,0.0,conventional,2015,WestTexNewMexico
46,2015-02-08,0.72,811664.36,539280.41,175207.31,13717.57,83459.07,81116.25,2342.82,0.0,conventional,2015,WestTexNewMexico
47,2015-02-01,0.71,916367.42,611270.39,205181.23,14107.36,85808.44,82065.7,3742.74,0.0,conventional,2015,WestTexNewMexico
48,2015-01-25,0.8,720800.61,519142.82,124248.86,10573.29,66835.64,65072.69,1762.95,0.0,conventional,2015,WestTexNewMexico
49,2015-01-18,0.8,729795.72,516446.41,128438.87,12473.14,72437.3,71564.22,873.08,0.0,conventional,2015,WestTexNewMexico
50,2015-01-11,0.92,584896.99,347125.63,129717.42,27944.07,80109.87,78503.46,1606.41,0.0,conventional,2015,WestTexNewMexico
51,2015-01-04,0.75,758118.95,426878.87,147958.43,15267.89,168013.76,165202.22,2811.54,0.0,conventional,2015,WestTexNewMexico
0,2016-12-25,1.52,73341.73,3202.39,58280.33,426.92,11432.09,11017.32,411.83,2.94,conventional,2016,Albany
1,2016-12-18,1.53,68938.53,3345.36,55949.79,138.72,9504.66,8876.65,587.73,40.28,conventional,2016,Albany
2,2016-12-11,1.49,71777.85,2323.39,56545.79,86.65,12822.02,12176.75,645.27,0.0,conventional,2016,Albany
3,2016-12-04,1.48,113031.96,6530.78,99746.05,50.84,6704.29,6476.12,228.17,0.0,conventional,2016,Albany
4,2016-11-27,1.52,58171.89,2793.99,47106.18,18.14,8253.58,7973.98,279.6,0.0,conventional,2016,Albany
5,2016-11-20,1.56,70089.51,3675.63,56898.54,11.0,9504.34,9238.4,209.0,56.94,conventional,2016,Albany
6,2016-11-13,1.62,63608.01,3523.63,49837.68,34.0,10212.7,9790.67,422.03,0.0,conventional,2016,Albany
7,2016-11-06,1.63,57178.2,3212.04,43024.32,36.4,10905.44,10474.09,431.35,0.0,conventional,2016,Albany
8,2016-10-30,1.46,58375.1,3187.14,45898.52,54.31,9235.13,9153.12,82.01,0.0,conventional,2016,Albany
9,2016-10-23,1.19,92080.35,4222.93,77537.36,46.0,10274.06,10160.26,113.8,0.0,conventional,2016,Albany
10,2016-10-16,1.4,69060.9,4027.42,54186.55,53.77,10793.16,10434.39,358.77,0.0,conventional,2016,Albany
11,2016-10-09,1.13,101087.84,3641.46,87174.41,102.15,10169.82,9744.41,425.41,0.0,conventional,2016,Albany
12,2016-10-02,1.51,75480.26,4109.22,57515.76,84.08,13771.2,13345.52,425.68,0.0,conventional,2016,Albany
13,2016-09-25,1.62,96853.15,7658.55,79425.81,43.25,9725.54,9586.8,138.74,0.0,conventional,2016,Albany
14,2016-09-18,1.39,79513.63,6624.37,63384.56,37.48,9467.22,8958.14,509.08,0.0,conventional,2016,Albany
15,2016-09-11,1.37,81473.15,6258.88,63511.85,42.26,11660.16,10839.17,815.99,5.0,conventional,2016,Albany
16,2016-09-04,1.44,95456.26,14741.13,64966.75,88.11,15660.27,15340.19,220.08,100.0,conventional,2016,Albany
17,2016-08-28,1.18,145323.22,34912.97,94928.79,53.85,15427.61,14367.64,269.97,790.0,conventional,2016,Albany
18,2016-08-21,1.43,94882.79,14520.36,63416.88,28.03,16917.52,15811.0,286.52,820.0,conventional,2016,Albany
19,2016-08-14,1.2,110528.09,24000.62,72970.23,26.76,13530.48,12434.82,350.1,745.56,conventional,2016,Albany
20,2016-08-07,1.48,99683.11,14670.87,69054.28,10.9,15947.06,14597.2,178.19,1171.67,conventional,2016,Albany
21,2016-07-31,1.61,125586.57,9293.65,96915.41,25.46,19352.05,18803.23,78.82,470.0,conventional,2016,Albany
22,2016-07-24,1.46,98321.14,11580.64,65195.63,13.73,21531.14,18639.29,241.85,2650.0,conventional,2016,Albany
23,2016-07-17,1.31,89228.02,9273.69,64260.69,80.07,15613.57,13439.76,688.81,1485.0,conventional,2016,Albany
24,2016-07-10,1.11,131630.13,20970.24,96581.82,46.49,14031.58,10876.0,470.58,2685.0,conventional,2016,Albany
25,2016-07-03,1.42,115907.61,8373.77,82122.04,146.83,25264.97,21872.64,492.33,2900.0,conventional,2016,Albany
26,2016-06-26,1.5,133086.66,7923.01,106656.84,37.42,18469.39,16479.75,419.64,1570.0,conventional,2016,Albany
27,2016-06-19,1.42,112817.51,6766.63,85374.27,30.07,20646.54,18526.59,389.95,1730.0,conventional,2016,Albany
28,2016-06-12,1.38,111394.5,7531.24,83771.34,81.25,20010.67,18368.49,282.18,1360.0,conventional,2016,Albany
29,2016-06-05,1.47,115857.12,4288.46,92055.75,53.98,19458.93,17385.6,398.33,1675.0,conventional,2016,Albany
30,2016-05-29,1.49,127812.25,2580.77,104876.94,103.64,20250.9,19519.92,180.98,550.0,conventional,2016,Albany
31,2016-05-22,1.34,98863.64,929.07,74678.36,59.07,23197.14,22571.49,20.65,605.0,conventional,2016,Albany
32,2016-05-15,1.36,96924.19,901.65,75847.91,82.97,20091.66,19802.87,288.79,0.0,conventional,2016,Albany
33,2016-05-08,1.27,120194.49,1041.95,96137.78,84.8,22929.96,22697.54,232.42,0.0,conventional,2016,Albany
34,2016-05-01,1.03,173781.78,884.01,163570.47,37.84,9289.46,8918.99,321.86,48.61,conventional,2016,Albany
35,2016-04-24,1.18,102490.2,954.6,87571.23,43.15,13921.22,13463.97,337.81,119.44,conventional,2016,Albany
36,2016-04-17,1.22,86433.63,898.63,70042.6,25.0,15467.4,14642.65,712.25,112.5,conventional,2016,Albany
37,2016-04-10,1.46,70253.3,972.15,56128.98,38.0,13114.17,12671.09,443.08,0.0,conventional,2016,Albany
38,2016-04-03,0.85,81694.23,676.27,70459.66,31.2,10527.1,10058.25,468.85,0.0,conventional,2016,Albany
39,2016-03-27,1.49,92529.27,808.5,78146.18,36.73,13537.86,13037.43,500.43,0.0,conventional,2016,Albany
40,2016-03-20,1.32,110401.88,764.97,97082.4,70.15,12484.36,12286.01,198.35,0.0,conventional,2016,Albany
41,2016-03-13,1.18,108264.9,847.64,96117.13,60.99,11239.14,10817.56,421.58,0.0,conventional,2016,Albany
42,2016-03-06,1.27,90633.66,972.34,74693.31,56.26,14911.75,14476.23,435.52,0.0,conventional,2016,Albany
43,2016-02-28,1.26,87822.43,805.41,72159.95,63.13,14793.94,13739.89,1054.05,0.0,conventional,2016,Albany
44,2016-02-21,1.28,99817.47,869.16,84484.99,24.98,14438.34,12280.58,2157.76,0.0,conventional,2016,Albany
45,2016-02-14,1.13,98008.16,1640.86,77133.01,12.0,19222.29,17663.46,1558.83,0.0,conventional,2016,Albany
46,2016-02-07,1.07,169614.01,2031.67,157271.87,109.88,10200.59,9349.67,850.92,0.0,conventional,2016,Albany
47,2016-01-31,1.16,102038.32,1386.24,79881.67,69.46,20700.95,19788.78,912.17,0.0,conventional,2016,Albany
48,2016-01-24,1.22,96089.13,545.37,70802.56,68.41,24672.79,23926.35,746.44,0.0,conventional,2016,Albany
49,2016-01-17,1.26,119972.41,1202.52,100613.46,51.22,18105.21,17980.53,124.68,0.0,conventional,2016,Albany
50,2016-01-10,1.28,79121.77,848.19,66696.97,109.08,11467.53,11293.65,173.88,0.0,conventional,2016,Albany
51,2016-01-03,1.03,149038.15,939.71,139735.9,132.35,8230.19,8056.43,173.76,0.0,conventional,2016,Albany
0,2016-12-25,0.91,502787.29,205855.78,86015.43,184.62,210731.46,118884.36,91847.1,0.0,conventional,2016,Atlanta
1,2016-12-18,0.94,463483.07,191753.03,80565.05,283.15,190881.84,114872.09,76009.75,0.0,conventional,2016,Atlanta
2,2016-12-11,1.06,422026.71,186343.72,56200.04,171.64,179311.31,112574.78,66736.53,0.0,conventional,2016,Atlanta
3,2016-12-04,1.03,475815.02,210602.15,93414.72,207.15,171591.0,67806.59,103784.41,0.0,conventional,2016,Atlanta
4,2016-11-27,1.22,372144.31,161631.62,55595.26,167.47,154749.96,89194.82,65518.75,36.39,conventional,2016,Atlanta
5,2016-11-20,1.14,448936.04,189206.59,58005.57,167.63,201556.25,128442.19,72236.28,877.78,conventional,2016,Atlanta
6,2016-11-13,1.25,408260.87,185966.29,63348.63,180.57,158765.38,92308.66,66233.39,223.33,conventional,2016,Atlanta
7,2016-11-06,1.29,393826.35,167083.47,65207.61,168.26,161367.01,82410.76,78956.25,0.0,conventional,2016,Atlanta
8,2016-10-30,1.26,408314.87,162367.8,69366.17,160.28,176420.62,94305.34,82115.28,0.0,conventional,2016,Atlanta
9,2016-10-23,1.23,422281.05,171215.14,67824.33,166.14,183075.44,110435.47,72639.97,0.0,conventional,2016,Atlanta
10,2016-10-16,1.16,459564.78,188793.29,82089.21,103.96,188578.32,87593.44,100984.88,0.0,conventional,2016,Atlanta
11,2016-10-09,1.23,452109.18,187260.61,69425.23,156.52,195266.82,95659.91,99113.85,493.06,conventional,2016,Atlanta
12,2016-10-02,1.26,440044.4,182418.33,69411.24,140.88,188073.95,104367.67,83706.28,0.0,conventional,2016,Atlanta
13,2016-09-25,1.26,435756.8,174532.18,77098.81,131.95,183993.86,109841.32,73830.32,322.22,conventional,2016,Atlanta
14,2016-09-18,1.01,527700.95,233800.98,70931.17,132.15,222836.65,139748.72,82907.37,180.56,conventional,2016,Atlanta
15,2016-09-11,0.9,597759.18,286405.76,54347.66,206.41,256799.35,194086.09,62713.26,0.0,conventional,2016,Atlanta
16,2016-09-04,0.89,614657.03,356593.2,55475.65,130.69,202457.49,126235.35,75979.08,243.06,conventional,2016,Atlanta
17,2016-08-28,0.95,539642.66,294240.79,42109.47,123.63,203168.77,132127.4,70394.15,647.22,conventional,2016,Atlanta
18,2016-08-21,0.94,549139.07,293240.47,48349.86,82.91,207465.83,160464.82,47001.01,0.0,conventional,2016,Atlanta
19,2016-08-14,0.87,666493.32,362923.69,60912.98,86.59,242570.06,182840.11,59729.95,0.0,conventional,2016,Atlanta
20,2016-08-07,1.04,508354.34,252171.77,63197.28,58.44,192926.85,131851.39,61075.46,0.0,conventional,2016,Atlanta
21,2016-07-31,0.98,537633.39,232640.52,76301.71,64.96,228626.2,161931.73,66694.47,0.0,conventional,2016,Atlanta
22,2016-07-24,1.0,495686.56,215522.82,92726.36,110.76,187326.62,120773.07,66553.55,0.0,conventional,2016,Atlanta
23,2016-07-17,1.01,474063.61,202638.65,82942.03,164.21,188318.72,108732.19,78958.75,627.78,conventional,2016,Atlanta
24,2016-07-10,0.92,560865.26,240109.35,95457.09,256.2,225042.62,146617.68,78213.83,211.11,conventional,2016,Atlanta
25,2016-07-03,0.77,789398.22,310551.19,150339.87,165.28,328341.88,216115.15,110544.79,1681.94,conventional,2016,Atlanta
26,2016-06-26,0.85,606856.8,272203.41,82764.12,173.96,251715.31,199572.08,52123.23,20.0,conventional,2016,Atlanta
27,2016-06-19,0.78,692767.07,361697.69,96388.12,264.12,234417.14,148946.46,84045.68,1425.0,conventional,2016,Atlanta
28,2016-06-12,0.78,608386.28,313216.34,61563.67,1174.78,232431.49,169986.13,55753.42,6691.94,conventional,2016,Atlanta
29,2016-06-05,0.75,691201.38,341027.59,123405.98,561.72,226206.09,112958.38,105974.65,7273.06,conventional,2016,Atlanta
30,2016-05-29,0.78,691344.07,267460.99,154238.9,246.79,269397.39,77155.12,186791.99,5450.28,conventional,2016,Atlanta
31,2016-05-22,0.79,585351.77,206761.15,110884.32,174.9,267531.4,91575.69,171020.72,4934.99,conventional,2016,Atlanta
32,2016-05-15,0.68,755306.53,292232.77,166131.16,80.12,296862.48,126898.8,169317.09,646.59,conventional,2016,Atlanta
33,2016-05-08,0.81,643699.77,199995.47,159036.97,253.52,284413.81,77087.9,206444.51,881.4,conventional,2016,Atlanta
34,2016-05-01,0.77,735635.49,241665.17,211776.98,54.42,282138.92,64801.33,217337.59,0.0,conventional,2016,Atlanta
35,2016-04-24,0.79,654018.81,233878.1,189043.44,67.42,231029.85,71926.92,158919.6,183.33,conventional,2016,Atlanta
36,2016-04-17,0.89,512348.02,190569.75,124409.16,106.39,197262.72,66461.65,130217.81,583.26,conventional,2016,Atlanta
37,2016-04-10,0.83,590001.82,258662.26,141605.69,432.5,189301.37,69497.05,119037.82,766.5,conventional,2016,Atlanta
38,2016-04-03,1.03,423485.95,253540.83,69327.44,1349.18,99268.5,62657.11,36611.39,0.0,conventional,2016,Atlanta
39,2016-03-27,0.98,458635.34,286918.4,59289.93,1320.02,111106.99,78824.96,32268.42,13.61,conventional,2016,Atlanta
40,2016-03-20,0.98,496190.99,323216.82,61127.51,1727.11,110119.55,75568.52,34551.03,0.0,conventional,2016,Atlanta
41,2016-03-13,0.9,588656.86,336350.73,110105.53,1906.9,140293.7,73593.38,66700.32,0.0,conventional,2016,Atlanta
42,2016-03-06,1.03,458837.18,299983.46,61770.01,1499.4,95584.31,62105.43,33478.88,0.0,conventional,2016,Atlanta
43,2016-02-28,0.9,555470.58,325884.06,106311.73,1136.7,122138.09,60231.13,61906.96,0.0,conventional,2016,Atlanta
44,2016-02-21,1.04,417205.77,270173.33,61591.16,1996.32,83444.96,55736.39,27708.57,0.0,conventional,2016,Atlanta
45,2016-02-14,0.97,481484.29,313342.08,57925.31,1008.13,109208.77,74366.38,34842.39,0.0,conventional,2016,Atlanta
46,2016-02-07,0.76,722211.0,415641.47,134517.41,418.98,171633.14,77183.81,94449.33,0.0,conventional,2016,Atlanta
47,2016-01-31,1.04,437490.64,290451.27,58974.21,412.16,87653.0,54822.3,32830.7,0.0,conventional,2016,Atlanta
48,2016-01-24,0.92,528776.51,318372.94,86816.97,401.33,123185.27,64716.98,58468.29,0.0,conventional,2016,Atlanta
49,2016-01-17,1.04,445089.93,308722.88,45915.91,654.09,89797.05,56526.21,33270.84,0.0,conventional,2016,Atlanta
50,2016-01-10,0.93,558348.8,377244.81,67316.04,464.46,113323.49,54693.05,58630.44,0.0,conventional,2016,Atlanta
51,2016-01-03,1.05,449263.47,350316.16,32958.06,396.68,65592.57,43674.84,21906.93,10.8,conventional,2016,Atlanta
0,2016-12-25,1.47,550947.61,50818.61,344699.92,8529.79,146899.29,142957.45,2629.52,1312.32,conventional,2016,BaltimoreWashington
1,2016-12-18,1.21,691008.74,57866.09,487109.62,8751.94,137281.09,133753.32,2845.65,682.12,conventional,2016,BaltimoreWashington
2,2016-12-11,1.35,599161.08,49240.17,375437.86,9977.23,164505.82,153476.96,11028.86,0.0,conventional,2016,BaltimoreWashington
3,2016-12-04,1.41,566956.23,52095.95,345132.36,10049.72,159678.2,157703.86,1738.23,236.11,conventional,2016,BaltimoreWashington
4,2016-11-27,1.49,539924.84,46243.14,336731.88,8237.15,148712.67,146287.45,1715.5,709.72,conventional,2016,BaltimoreWashington
5,2016-11-20,1.6,566160.06,51078.68,309529.29,13095.11,192456.98,189672.97,1882.62,901.39,conventional,2016,BaltimoreWashington
6,2016-11-13,1.73,559978.64,64630.53,311687.85,28558.19,155102.07,153317.9,1348.06,436.11,conventional,2016,BaltimoreWashington
7,2016-11-06,1.8,537945.82,61458.87,284547.34,41286.91,150652.7,149603.88,1048.82,0.0,conventional,2016,BaltimoreWashington
8,2016-10-30,1.86,522546.62,58412.45,304616.52,27903.69,131613.96,130682.92,565.76,365.28,conventional,2016,BaltimoreWashington
9,2016-10-23,1.85,584275.61,56864.06,336433.69,27036.54,163941.32,163070.93,382.89,487.5,conventional,2016,BaltimoreWashington
10,2016-10-16,1.69,638848.04,63424.01,363924.96,19878.73,191620.34,190381.9,1238.44,0.0,conventional,2016,BaltimoreWashington
11,2016-10-09,1.59,676188.97,72775.7,395481.19,20639.81,187292.27,185599.01,1332.15,361.11,conventional,2016,BaltimoreWashington
12,2016-10-02,1.66,672759.7,78716.77,381624.67,19492.51,192925.75,190861.05,1423.03,641.67,conventional,2016,BaltimoreWashington
13,2016-09-25,1.58,678671.71,129774.3,347949.15,19205.77,181742.49,180490.59,1251.9,0.0,conventional,2016,BaltimoreWashington
14,2016-09-18,1.5,732424.67,151204.91,367425.65,18808.75,194985.36,191238.8,3746.56,0.0,conventional,2016,BaltimoreWashington
15,2016-09-11,1.34,885728.19,202958.24,494756.39,19881.72,168131.84,162753.29,4043.27,1335.28,conventional,2016,BaltimoreWashington
16,2016-09-04,1.51,762218.08,97714.06,442803.33,20154.92,201545.77,198131.8,2898.23,515.74,conventional,2016,BaltimoreWashington
17,2016-08-28,1.57,732545.7,72406.64,443668.36,15648.56,200822.14,194472.57,3978.68,2370.89,conventional,2016,BaltimoreWashington
18,2016-08-21,1.48,727279.79,68443.67,413651.59,21950.39,223234.14,203758.36,15197.45,4278.33,conventional,2016,BaltimoreWashington
19,2016-08-14,1.52,742291.98,68335.7,421188.86,24863.67,227903.75,219529.71,6984.04,1390.0,conventional,2016,BaltimoreWashington
20,2016-08-07,1.52,746493.74,71154.97,432956.75,28505.15,213876.87,210316.02,2285.85,1275.0,conventional,2016,BaltimoreWashington
21,2016-07-31,1.65,698627.62,64022.99,402053.22,31448.04,201103.37,197041.21,706.6,3355.56,conventional,2016,BaltimoreWashington
22,2016-07-24,1.64,719104.08,62896.92,422902.9,30142.23,203162.03,194809.7,1005.66,7346.67,conventional,2016,BaltimoreWashington
23,2016-07-17,1.47,730875.32,50831.98,400287.93,32758.16,246997.25,233727.43,2257.55,11012.27,conventional,2016,BaltimoreWashington
24,2016-07-10,1.37,831187.91,64925.62,489314.56,44218.72,232729.01,217648.42,2447.94,12632.65,conventional,2016,BaltimoreWashington
25,2016-07-03,1.38,844337.61,63050.59,501970.38,50114.65,229201.99,214851.77,2969.08,11381.14,conventional,2016,BaltimoreWashington
26,2016-06-26,1.36,830072.5,62585.19,509113.95,48949.85,209423.51,202616.05,3059.39,3748.07,conventional,2016,BaltimoreWashington
27,2016-06-19,1.37,850692.3,61789.19,523095.26,54129.89,211677.96,203569.59,3085.45,5022.92,conventional,2016,BaltimoreWashington
28,2016-06-12,1.34,850862.92,73620.83,507383.48,55744.03,214114.58,207727.87,3451.71,2935.0,conventional,2016,BaltimoreWashington
29,2016-06-05,1.33,860858.18,61074.05,537895.97,46714.72,215173.44,203788.41,8328.92,3056.11,conventional,2016,BaltimoreWashington
30,2016-05-29,1.19,890196.73,61989.17,577334.28,44265.84,206607.44,200150.21,3716.12,2741.11,conventional,2016,BaltimoreWashington
31,2016-05-22,1.19,837573.29,60638.26,540988.18,19544.87,216401.98,211306.25,2950.73,2145.0,conventional,2016,BaltimoreWashington
32,2016-05-15,1.12,901689.79,58943.81,629734.43,16372.03,196639.52,189850.35,6194.73,594.44,conventional,2016,BaltimoreWashington
